Date,Mode,Category,Note,Amount,Income/Expense,Currency,year,month,Transaction_id
28-09-2015,Cash,Healthcare,Health,120,Expense,INR,2015,September,TXN318
30-09-2015,Cash,Miscellaneous,No notes available!,100,Expense,INR,2015,September,TXN319
30-09-2015,Saving Bank account 1,Salary,No notes available!,49806,Income,INR,2015,September,TXN320
01-10-2015,Saving Bank account 1,Financial Obligations,No notes available!,10000,Expense,INR,2015,October,TXN321
02-10-2015,Saving Bank account 1,Groceries,beverage,420,Expense,INR,2015,October,TXN322
05-10-2015,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2015,October,TXN323
05-10-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,October,TXN324
07-10-2015,Saving Bank account 1,Miscellaneous,No notes available!,8029,Expense,INR,2015,October,TXN325
07-10-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,October,TXN326
10-10-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,October,TXN327
10-10-2015,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2015,October,TXN328
18-10-2015,Cash,Miscellaneous,No notes available!,2000,Expense,INR,2015,October,TXN329
18-10-2015,Saving Bank account 1,Transportation,Taxi,803,Expense,INR,2015,October,TXN330
18-10-2015,Saving Bank account 1,Discretionary,Clothing,1479,Expense,INR,2015,October,TXN331
21-10-2015,Cash,Miscellaneous,No notes available!,500,Expense,INR,2015,October,TXN332
22-10-2015,Saving Bank account 1,Miscellaneous,No notes available!,251,Expense,INR,2015,October,TXN333
23-10-2015,Cash,Miscellaneous,No notes available!,40,Expense,INR,2015,October,TXN334
23-10-2015,Cash,Transportation,auto,20,Expense,INR,2015,October,TXN335
24-10-2015,Cash,Utilities,Appliances,100,Expense,INR,2015,October,TXN336
25-10-2015,Cash,Utilities,Kitchen,240,Expense,INR,2015,October,TXN337
27-10-2015,Saving Bank account 1,Miscellaneous,No notes available!,199,Expense,INR,2015,October,TXN338
28-10-2015,Saving Bank account 1,Miscellaneous,No notes available!,1000,Expense,INR,2015,October,TXN339
28-10-2015,Cash,Transportation,Bus,660,Expense,INR,2015,October,TXN340
29-10-2015,Saving Bank account 1,Transportation,Bus,665,Expense,INR,2015,October,TXN341
30-10-2015,Cash,Transportation,auto,30,Expense,INR,2015,October,TXN342
30-10-2015,Cash,Discretionary,grooming,50,Expense,INR,2015,October,TXN343
31-10-2015,Cash,Transportation,auto,180,Expense,INR,2015,October,TXN344
31-10-2015,Cash,Healthcare,Health,150,Expense,INR,2015,October,TXN345
31-10-2015,Saving Bank account 1,Salary,No notes available!,49806,Income,INR,2015,October,TXN346
31-10-2015,Cash,Groceries,Tea,10,Expense,INR,2015,October,TXN347
31-10-2015,Cash,Transportation,auto,71,Expense,INR,2015,October,TXN348
31-10-2015,Cash,Groceries,snacks,70,Expense,INR,2015,October,TXN349
31-10-2015,Cash,Groceries,snacks,250,Expense,INR,2015,October,TXN350
01-11-2015,Cash,Transportation,auto,70,Expense,INR,2015,November,TXN351
01-11-2015,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2015,November,TXN352
03-11-2015,Cash,Transportation,auto,40,Expense,INR,2015,November,TXN353
04-11-2015,Cash,Financial Obligations,No notes available!,10000,Expense,INR,2015,November,TXN354
05-11-2015,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2015,November,TXN355
05-11-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,November,TXN356
05-11-2015,Cash,Groceries,Dinner,84,Expense,INR,2015,November,TXN357
07-11-2015,Saving Bank account 1,Miscellaneous,No notes available!,251,Expense,INR,2015,November,TXN358
07-11-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,November,TXN359
10-11-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,November,TXN360
10-11-2015,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2015,November,TXN361
12-11-2015,Cash,Groceries,Eating out,25,Expense,INR,2015,November,TXN362
14-11-2015,Cash,Miscellaneous,No notes available!,310,Expense,INR,2015,November,TXN363
15-11-2015,Saving Bank account 1,Salary,No notes available!,1500,Income,INR,2015,November,TXN364
21-11-2015,Cash,Groceries,Eggs,84,Expense,INR,2015,November,TXN365
21-11-2015,Saving Bank account 1,Miscellaneous,No notes available!,251,Expense,INR,2015,November,TXN366
26-11-2015,Saving Bank account 1,Miscellaneous,No notes available!,199,Expense,INR,2015,November,TXN367
27-11-2015,Cash,Groceries,snacks,25,Expense,INR,2015,November,TXN368
29-11-2015,Cash,Transportation,auto,40,Expense,INR,2015,November,TXN369
29-11-2015,Cash,Transportation,auto,30,Expense,INR,2015,November,TXN370
29-11-2015,Cash,Transportation,auto,50,Expense,INR,2015,November,TXN371
30-11-2015,Saving Bank account 1,Salary,No notes available!,49806,Income,INR,2015,November,TXN372
01-12-2015,Saving Bank account 1,Discretionary,Footwear,773,Expense,INR,2015,December,TXN373
01-12-2015,Cash,Groceries,Eggs,84,Expense,INR,2015,December,TXN374
01-12-2015,Saving Bank account 1,Miscellaneous,No notes available!,1024,Expense,INR,2015,December,TXN375
01-12-2015,Saving Bank account 1,Financial Obligations,No notes available!,10000,Expense,INR,2015,December,TXN376
01-12-2015,Saving Bank account 1,Miscellaneous,No notes available!,50000,Expense,INR,2015,December,TXN377
02-12-2015,Cash,Discretionary,Footwear,325,Expense,INR,2015,December,TXN378
05-12-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,December,TXN379
05-12-2015,Cash,Miscellaneous,No notes available!,200,Expense,INR,2015,December,TXN380
05-12-2015,Cash,Groceries,snacks,90,Expense,INR,2015,December,TXN381
05-12-2015,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2015,December,TXN382
07-12-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,December,TXN383
08-12-2015,Cash,Miscellaneous,No notes available!,28,Expense,INR,2015,December,TXN384
10-12-2015,Saving Bank account 1,Financial Obligations,No notes available!,1000,Expense,INR,2015,December,TXN385
10-12-2015,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2015,December,TXN386
11-12-2015,Cash,Transportation,auto,100,Expense,INR,2015,December,TXN387
12-12-2015,Saving Bank account 1,Transportation,auto,50,Expense,INR,2015,December,TXN388
19-12-2015,Cash,Groceries,Eggs,80,Expense,INR,2015,December,TXN389
19-12-2015,Saving Bank account 1,Healthcare,Medicine,220,Expense,INR,2015,December,TXN390
19-12-2015,Saving Bank account 1,Healthcare,Medicine,235,Expense,INR,2015,December,TXN391
20-12-2015,Saving Bank account 1,Miscellaneous,No notes available!,465,Expense,INR,2015,December,TXN392
21-12-2015,Saving Bank account 1,Miscellaneous,No notes available!,169,Expense,INR,2015,December,TXN393
25-12-2015,Cash,Utilities,Kitchen,50,Expense,INR,2015,December,TXN394
25-12-2015,Saving Bank account 1,Discretionary,Footwear,270,Expense,INR,2015,December,TXN395
26-12-2015,Saving Bank account 1,Miscellaneous,No notes available!,199,Expense,INR,2015,December,TXN396
26-12-2015,Cash,Miscellaneous,No notes available!,28,Expense,INR,2015,December,TXN397
30-12-2015,Cash,Discretionary,Makeup,2000,Expense,INR,2015,December,TXN398
30-12-2015,Cash,Groceries,No notes available!,100,Expense,INR,2015,December,TXN399
31-12-2015,Saving Bank account 1,Salary,No notes available!,77335,Income,INR,2015,December,TXN400
31-12-2015,Cash,Groceries,No notes available!,540,Expense,INR,2015,December,TXN401
01-01-2016,Saving Bank account 1,Groceries,No notes available!,192,Expense,INR,2016,January,TXN402
01-01-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,January,TXN403
01-01-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,January,TXN404
01-01-2016,Cash,Groceries,No notes available!,35,Expense,INR,2016,January,TXN405
05-01-2016,Cash,Transportation,auto,30,Expense,INR,2016,January,TXN406
05-01-2016,Cash,Groceries,No notes available!,350,Expense,INR,2016,January,TXN407
05-01-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,January,TXN408
05-01-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,January,TXN409
07-01-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,January,TXN410
08-01-2016,Saving Bank account 1,Miscellaneous,No notes available!,1994,Expense,INR,2016,January,TXN411
09-01-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,January,TXN412
10-01-2016,Cash,Utilities,Kitchen,15,Expense,INR,2016,January,TXN413
11-01-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,January,TXN414
11-01-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,January,TXN415
12-01-2016,Cash,Discretionary,Footwear,200,Expense,INR,2016,January,TXN416
13-01-2016,Saving Bank account 1,Miscellaneous,No notes available!,45000,Income,INR,2016,January,TXN417
22-01-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,INR,2016,January,TXN418
26-01-2016,Saving Bank account 1,Communication,Audible,199,Expense,INR,2016,January,TXN419
31-01-2016,Saving Bank account 1,Salary,No notes available!,49806,Income,INR,2016,January,TXN420
31-01-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,January,TXN421
01-02-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,February,TXN422
05-02-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,February,TXN423
05-02-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,February,TXN424
07-02-2016,Cash,Groceries,Grocery,160,Expense,INR,2016,February,TXN425
08-02-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,February,TXN426
08-02-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,February,TXN427
10-02-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,February,TXN428
10-02-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,February,TXN429
13-02-2016,Saving Bank account 1,Healthcare,Health,80,Expense,INR,2016,February,TXN430
13-02-2016,Cash,Transportation,auto,40,Expense,INR,2016,February,TXN431
14-02-2016,Cash,Groceries,Grocery,165,Expense,INR,2016,February,TXN432
20-02-2016,Cash,Groceries,Grocery,85,Expense,INR,2016,February,TXN433
22-02-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,INR,2016,February,TXN434
22-02-2016,Cash,Groceries,snacks,40,Expense,INR,2016,February,TXN435
24-02-2016,Saving Bank account 1,Communication,Audible,199,Expense,INR,2016,February,TXN436
26-02-2016,Saving Bank account 1,Salary,No notes available!,49806,Income,INR,2016,February,TXN437
26-02-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,February,TXN438
27-02-2016,Saving Bank account 1,Groceries,snacks,50,Expense,INR,2016,February,TXN439
27-02-2016,Cash,Miscellaneous,No notes available!,250,Expense,INR,2016,February,TXN440
27-02-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,February,TXN441
28-02-2016,Cash,Miscellaneous,No notes available!,11,Expense,INR,2016,February,TXN442
28-02-2016,Saving Bank account 1,Groceries,snacks,100,Expense,INR,2016,February,TXN443
28-02-2016,Cash,Healthcare,Saloon,100,Expense,INR,2016,February,TXN444
28-02-2016,Saving Bank account 1,Groceries,snacks,70,Expense,INR,2016,February,TXN445
02-03-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,March,TXN446
05-03-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,March,TXN447
05-03-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,March,TXN448
06-03-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,March,TXN449
08-03-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,March,TXN450
10-03-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,March,TXN451
10-03-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,March,TXN452
11-03-2016,Cash,Education,School supplies,20,Expense,INR,2016,March,TXN453
11-03-2016,Cash,Miscellaneous,No notes available!,250,Expense,INR,2016,March,TXN454
11-03-2016,Cash,Groceries,Grocery,60,Expense,INR,2016,March,TXN455
15-03-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,March,TXN456
16-03-2016,Saving Bank account 1,Miscellaneous,No notes available!,80,Expense,INR,2016,March,TXN457
20-03-2016,Cash,Miscellaneous,No notes available!,5,Expense,INR,2016,March,TXN458
20-03-2016,Cash,Groceries,Grocery,35,Expense,INR,2016,March,TXN459
21-03-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,March,TXN460
22-03-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,INR,2016,March,TXN461
28-03-2016,Saving Bank account 1,Miscellaneous,No notes available!,159,Expense,INR,2016,March,TXN462
29-03-2016,Cash,Miscellaneous,No notes available!,100,Expense,INR,2016,March,TXN463
31-03-2016,Saving Bank account 1,Salary,No notes available!,70806,Income,INR,2016,March,TXN464
01-04-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,April,TXN465
01-04-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,April,TXN466
02-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,April,TXN467
02-04-2016,Cash,Miscellaneous,No notes available!,30,Expense,INR,2016,April,TXN468
02-04-2016,Cash,Transportation,auto,50,Expense,INR,2016,April,TXN469
02-04-2016,Cash,Groceries,beverage,20,Expense,INR,2016,April,TXN470
03-04-2016,Saving Bank account 1,Communication,OTT Platform,300,Expense,INR,2016,April,TXN471
05-04-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,April,TXN472
05-04-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,April,TXN473
07-04-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,April,TXN474
11-04-2016,Saving Bank account 1,Groceries,Grocery,1279,Expense,INR,2016,April,TXN475
11-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,April,TXN476
12-04-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,April,TXN477
12-04-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,April,TXN478
15-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,April,TXN479
16-04-2016,Cash,Utilities,Toiletries,50,Expense,INR,2016,April,TXN480
20-04-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,April,TXN481
24-04-2016,Saving Bank account 1,Communication,Kindle unlimited,169,Expense,INR,2016,April,TXN482
26-04-2016,Saving Bank account 1,Groceries,Grocery,259,Expense,INR,2016,April,TXN483
28-04-2016,Saving Bank account 1,Communication,Hotstar,299,Expense,INR,2016,April,TXN484
30-04-2016,Saving Bank account 1,Salary,No notes available!,51562.45,Income,INR,2016,April,TXN485
01-05-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,May,TXN486
01-05-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,May,TXN487
02-05-2016,Cash,Miscellaneous,No notes available!,25,Expense,INR,2016,May,TXN488
03-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,May,TXN489
05-05-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,May,TXN490
05-05-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,May,TXN491
06-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,May,TXN492
07-05-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,May,TXN493
10-05-2016,Saving Bank account 1,Financial Obligations,Mutual fund,1000,Expense,INR,2016,May,TXN494
10-05-2016,Saving Bank account 1,Financial Obligations,RD,1000,Expense,INR,2016,May,TXN495
16-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,May,TXN496
17-05-2016,Cash,Miscellaneous,No notes available!,100,Expense,INR,2016,May,TXN497
17-05-2016,Saving Bank account 1,Financial Obligations,LIC,11286,Expense,INR,2016,May,TXN498
19-05-2016,Saving Bank account 1,Groceries,Grocery,180,Expense,INR,2016,May,TXN499
22-05-2016,Cash,Transportation,auto,40,Expense,INR,2016,May,TXN500
22-05-2016,Saving Bank account 1,Healthcare,Saloon,120,Expense,INR,2016,May,TXN501
29-05-2016,Saving Bank account 1,Groceries,Grocery,504,Expense,INR,2016,May,TXN502
30-05-2016,Saving Bank account 1,Communication,Mobile Service Provider,251,Expense,INR,2016,May,TXN503
31-05-2016,Saving Bank account 1,Salary,No notes available!,51556,Income,INR,2016,May,TXN504
31-05-2016,Saving Bank account 1,Transportation,auto,50,Expense,INR,2016,May,TXN505
01-06-2016,Saving Bank account 1,Financial Obligations,Public Provident Fund,10000,Expense,INR,2016,June,TXN506
01-06-2016,Cash,Groceries,Water,25,Expense,INR,2016,June,TXN507
01-06-2016,Saving Bank account 1,Miscellaneous,No notes available!,10000,Expense,INR,2016,June,TXN508
05-06-2016,Cash,Groceries,Grocery,68,Expense,INR,2016,June,TXN509
